question_id,client_profile,wording,asset_id,family,opened_at,resolution_date,hindcast,provisional,indicative,timestamp,probability,availability
HC2Y-ORI-005,creditor,Will a US court order or arbitration award be entered that names cargoes or receivables from the José terminal before 2025-09-30?,jose_terminal,F1,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-08-13T23:59:59+00:00,0.1321519753166804,stored_hindcast
HC2Y-ORI-006,operator,"Will there be a stoppage of 48 hours or more affecting at least one upgrader at the José complex, reported by two independent sources or a field report plus a media item, before 2025-03-31?",jose_complex,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-09-11T00:00:00+00:00,0.6,stored_hindcast
HC2Y-ORI-006,operator,"Will there be a stoppage of 48 hours or more affecting at least one upgrader at the José complex, reported by two independent sources or a field report plus a media item, before 2025-03-31?",jose_complex,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-09-22T23:59:59+00:00,0.6,stored_hindcast
HC2Y-ORI-006,operator,"Will there be a stoppage of 48 hours or more affecting at least one upgrader at the José complex, reported by two independent sources or a field report plus a media item, before 2025-03-31?",jose_complex,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-12-06T23:59:59+00:00,0.6,stored_hindcast
HC2Y-ORI-006,operator,"Will there be a stoppage of 48 hours or more affecting at least one upgrader at the José complex, reported by two independent sources or a field report plus a media item, before 2025-03-31?",jose_complex,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2025-01-23T23:59:59+00:00,0.6,stored_hindcast
HC2Y-ORI-006,operator,"Will there be a stoppage of 48 hours or more affecting at least one upgrader at the José complex, reported by two independent sources or a field report plus a media item, before 2025-03-31?",jose_complex,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2025-01-25T23:59:59+00:00,0.6,stored_hindcast
HC2Y-ORI-006,operator,"Will there be a stoppage of 48 hours or more affecting at least one upgrader at the José complex, reported by two independent sources or a field report plus a media item, before 2025-03-31?",jose_complex,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2025-02-23T23:59:59+00:00,0.7982859527455627,stored_hindcast
HC2Y-ORI-007,operator,Will there be a work stoppage or shut-in of 48 hours or more at the Punta de Mata fields before 2025-03-31?,punta_de_mata,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-09-11T00:00:00+00:00,0.44999999999999996,stored_hindcast
HC2Y-ORI-007,operator,Will there be a work stoppage or shut-in of 48 hours or more at the Punta de Mata fields before 2025-03-31?,punta_de_mata,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-11-11T23:59:59+00:00,0.44999999999999996,stored_hindcast
HC2Y-ORI-007,operator,Will there be a work stoppage or shut-in of 48 hours or more at the Punta de Mata fields before 2025-03-31?,punta_de_mata,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-11-12T23:59:59+00:00,0.5705554118435481,stored_hindcast
HC2Y-ORI-007,operator,Will there be a work stoppage or shut-in of 48 hours or more at the Punta de Mata fields before 2025-03-31?,punta_de_mata,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-11-18T23:59:59+00:00,0.6862010903644054,stored_hindcast
HC2Y-ORI-007,operator,Will there be a work stoppage or shut-in of 48 hours or more at the Punta de Mata fields before 2025-03-31?,punta_de_mata,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-11-26T23:59:59+00:00,0.7824543650507583,stored_hindcast
HC2Y-ORI-007,operator,Will there be a work stoppage or shut-in of 48 hours or more at the Punta de Mata fields before 2025-03-31?,punta_de_mata,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-11-27T23:59:59+00:00,0.7824543650507583,stored_hindcast
HC2Y-ORI-007,operator,Will there be a work stoppage or shut-in of 48 hours or more at the Punta de Mata fields before 2025-03-31?,punta_de_mata,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-12-11T23:59:59+00:00,0.855317943823055,stored_hindcast
HC2Y-ORI-008,operator,Will the José complex lose grid power for more than 24 hours in any single week before 2025-03-31?,jose_complex,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-09-11T00:00:00+00:00,0.5,stored_hindcast
HC2Y-ORI-008,operator,Will the José complex lose grid power for more than 24 hours in any single week before 2025-03-31?,jose_complex,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-09-22T23:59:59+00:00,0.5,stored_hindcast
HC2Y-ORI-008,operator,Will the José complex lose grid power for more than 24 hours in any single week before 2025-03-31?,jose_complex,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-12-06T23:59:59+00:00,0.5,stored_hindcast
HC2Y-ORI-008,operator,Will the José complex lose grid power for more than 24 hours in any single week before 2025-03-31?,jose_complex,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2025-01-23T23:59:59+00:00,0.5,stored_hindcast
HC2Y-ORI-008,operator,Will the José complex lose grid power for more than 24 hours in any single week before 2025-03-31?,jose_complex,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2025-01-25T23:59:59+00:00,0.5,stored_hindcast
HC2Y-ORI-008,operator,Will the José complex lose grid power for more than 24 hours in any single week before 2025-03-31?,jose_complex,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2025-02-23T23:59:59+00:00,0.7251495295140933,stored_hindcast
HC2Y-ORI-009,operator,Will EIA weekly data show zero US crude imports from Venezuela for two consecutive weeks before 2025-03-31?,jose_terminal,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-09-11T00:00:00+00:00,0.3,stored_hindcast
HC2Y-ORI-009,creditor,Will EIA weekly data show zero US crude imports from Venezuela for two consecutive weeks before 2025-03-31?,jose_terminal,F2,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-09-11T00:00:00+00:00,0.3,stored_hindcast
HC2Y-ORI-010,operator,Will PDVSA or a partner report that the Petrocedeño upgrader has resumed sustained operation before 2025-09-30?,petrocedeno,F2,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-11T00:00:00+00:00,0.3,stored_hindcast
HC2Y-ORI-010,creditor,Will PDVSA or a partner report that the Petrocedeño upgrader has resumed sustained operation before 2025-09-30?,petrocedeno,F2,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-11T00:00:00+00:00,0.3,stored_hindcast
HC2Y-ORI-011,operator,"Will an armed incident, theft of equipment or product, or extortion of a contractor within 25 km of El Furrial be reported before 2025-03-31?",el_furrial,F3,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-09-11T00:00:00+00:00,0.55,stored_hindcast
HC2Y-ORI-011,operator,"Will an armed incident, theft of equipment or product, or extortion of a contractor within 25 km of El Furrial be reported before 2025-03-31?",el_furrial,F3,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-11-11T23:59:59+00:00,0.55,stored_hindcast
HC2Y-ORI-011,operator,"Will an armed incident, theft of equipment or product, or extortion of a contractor within 25 km of El Furrial be reported before 2025-03-31?",el_furrial,F3,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-11-12T23:59:59+00:00,0.55,stored_hindcast
HC2Y-ORI-011,operator,"Will an armed incident, theft of equipment or product, or extortion of a contractor within 25 km of El Furrial be reported before 2025-03-31?",el_furrial,F3,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-11-18T23:59:59+00:00,0.55,stored_hindcast
HC2Y-ORI-011,operator,"Will an armed incident, theft of equipment or product, or extortion of a contractor within 25 km of El Furrial be reported before 2025-03-31?",el_furrial,F3,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-11-26T23:59:59+00:00,0.55,stored_hindcast
HC2Y-ORI-011,operator,"Will an armed incident, theft of equipment or product, or extortion of a contractor within 25 km of El Furrial be reported before 2025-03-31?",el_furrial,F3,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-11-27T23:59:59+00:00,0.55,stored_hindcast
HC2Y-ORI-011,operator,"Will an armed incident, theft of equipment or product, or extortion of a contractor within 25 km of El Furrial be reported before 2025-03-31?",el_furrial,F3,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-12-11T23:59:59+00:00,0.55,stored_hindcast
HC2Y-ORI-012,operator,Will the armed forces or a ZODI command take over access control or security at the José complex before 2025-09-30?,jose_complex,F3,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-11T00:00:00+00:00,0.25,stored_hindcast
HC2Y-ORI-012,operator,Will the armed forces or a ZODI command take over access control or security at the José complex before 2025-09-30?,jose_complex,F3,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-22T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-012,operator,Will the armed forces or a ZODI command take over access control or security at the José complex before 2025-09-30?,jose_complex,F3,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-12-06T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-012,operator,Will the armed forces or a ZODI command take over access control or security at the José complex before 2025-09-30?,jose_complex,F3,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-01-23T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-012,operator,Will the armed forces or a ZODI command take over access control or security at the José complex before 2025-09-30?,jose_complex,F3,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-01-25T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-012,operator,Will the armed forces or a ZODI command take over access control or security at the José complex before 2025-09-30?,jose_complex,F3,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-02-23T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-012,operator,Will the armed forces or a ZODI command take over access control or security at the José complex before 2025-09-30?,jose_complex,F3,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-09-05T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-013,operator,Will a blockade of an access road or gate to the José complex lasting 12 hours or more be reported before 2025-03-31?,jose_complex,F4,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-09-11T00:00:00+00:00,0.35000000000000003,stored_hindcast
HC2Y-ORI-013,operator,Will a blockade of an access road or gate to the José complex lasting 12 hours or more be reported before 2025-03-31?,jose_complex,F4,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-09-22T23:59:59+00:00,0.35000000000000003,stored_hindcast
HC2Y-ORI-013,operator,Will a blockade of an access road or gate to the José complex lasting 12 hours or more be reported before 2025-03-31?,jose_complex,F4,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2024-12-06T23:59:59+00:00,0.35000000000000003,stored_hindcast
HC2Y-ORI-013,operator,Will a blockade of an access road or gate to the José complex lasting 12 hours or more be reported before 2025-03-31?,jose_complex,F4,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2025-01-23T23:59:59+00:00,0.35000000000000003,stored_hindcast
HC2Y-ORI-013,operator,Will a blockade of an access road or gate to the José complex lasting 12 hours or more be reported before 2025-03-31?,jose_complex,F4,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2025-01-25T23:59:59+00:00,0.35000000000000003,stored_hindcast
HC2Y-ORI-013,operator,Will a blockade of an access road or gate to the José complex lasting 12 hours or more be reported before 2025-03-31?,jose_complex,F4,2024-09-11T00:00:00+00:00,2025-03-31,True,True,True,2025-02-23T23:59:59+00:00,0.586887080721237,stored_hindcast
HC2Y-ORI-014,operator,Will an oil spill or fire at or near Jusepín draw a community protest or an official inspection before 2025-09-30?,jusepin,F4,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-11T00:00:00+00:00,0.44999999999999996,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-11T00:00:00+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-22T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-28T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-12-06T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-01-09T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-01-25T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-02-17T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-02-23T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-04-01T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-04-29T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-05-27T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-05-29T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-06-14T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-07-03T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-07-08T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-07-22T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-08-13T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-08-15T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-09-03T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-09-05T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,operator,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-09-08T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-11T00:00:00+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-22T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-28T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-12-06T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-01-09T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-01-25T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-02-17T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-02-23T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-04-01T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-04-29T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-05-27T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-05-29T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-06-14T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-07-03T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-07-08T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-07-22T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-08-13T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-08-15T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-09-03T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-09-05T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-015,creditor,"Will the governor of Anzoátegui be replaced, suspended, or removed before 2025-09-30?",state_anzoategui,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2025-09-08T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-016,operator,"Will the governor of Monagas be replaced, suspended, or removed before 2025-09-30?",state_monagas,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-11T00:00:00+00:00,0.25,stored_hindcast
HC2Y-ORI-016,operator,"Will the governor of Monagas be replaced, suspended, or removed before 2025-09-30?",state_monagas,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-11T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-016,operator,"Will the governor of Monagas be replaced, suspended, or removed before 2025-09-30?",state_monagas,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-14T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-016,operator,"Will the governor of Monagas be replaced, suspended, or removed before 2025-09-30?",state_monagas,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-16T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-016,operator,"Will the governor of Monagas be replaced, suspended, or removed before 2025-09-30?",state_monagas,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-09-24T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-016,operator,"Will the governor of Monagas be replaced, suspended, or removed before 2025-09-30?",state_monagas,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-10-06T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-016,operator,"Will the governor of Monagas be replaced, suspended, or removed before 2025-09-30?",state_monagas,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-11-09T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-016,operator,"Will the governor of Monagas be replaced, suspended, or removed before 2025-09-30?",state_monagas,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-11-11T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-016,operator,"Will the governor of Monagas be replaced, suspended, or removed before 2025-09-30?",state_monagas,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-11-12T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-016,operator,"Will the governor of Monagas be replaced, suspended, or removed before 2025-09-30?",state_monagas,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-11-16T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-016,operator,"Will the governor of Monagas be replaced, suspended, or removed before 2025-09-30?",state_monagas,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-11-18T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-016,operator,"Will the governor of Monagas be replaced, suspended, or removed before 2025-09-30?",state_monagas,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-11-20T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-016,operator,"Will the governor of Monagas be replaced, suspended, or removed before 2025-09-30?",state_monagas,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-11-22T23:59:59+00:00,0.25,stored_hindcast
HC2Y-ORI-016,operator,"Will the governor of Monagas be replaced, suspended, or removed before 2025-09-30?",state_monagas,F5,2024-09-11T00:00:00+00:00,2025-09-30,True,True,True,2024-11-23T23:59:59+00:00,0.25,stored_hindcast
